,title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,country
964,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,k-pop,2018,31/12/1969,106,75,74,-5,22,45,192,27,3,79,Indonesia
965,What Christmas Means To Me,Stevie Wonder,adult standards,1967,31/12/1969,167,54,48,-10,8,82,147,24,4,80,Australia
966,What Christmas Means To Me,Stevie Wonder,adult standards,1967,31/12/1969,167,54,48,-10,8,82,147,24,4,80,Canada
967,Wherever you are,ONE OK ROCK,j-pop,2010,31/12/1969,174,69,38,-5,34,29,296,3,5,62,Japan
968,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Argentina
969,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Bolivia
970,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Colombia
971,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Chile
972,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Spain
973,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,World
974,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Africa
975,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Australia
976,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Belgium
977,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Canada
978,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,United States
979,White Christmas (with Shania Twain),Michael Bublé,adult standards,2011,31/12/1969,127,49,61,-7,13,64,218,44,4,73,Australia
980,Wieso tust Du dir das an?,Apache 207,german hip hop,2019,31/12/1969,134,48,86,-7,12,46,176,29,6,79,Germany
981,Winter Wonderland,Tony Bennett,adult standards,1968,31/12/1969,115,37,45,-14,8,63,134,83,4,85,Australia
982,Winter Wonderland,Tony Bennett,adult standards,1968,31/12/1969,115,37,45,-14,8,63,134,83,4,85,Canada
983,Winter Wonderland - Remastered 2006,Bing Crosby,adult standards,2006,31/12/1969,127,23,59,-14,12,54,144,83,5,83,United States
984,Woin Woin feat. RK,Larry,french hip hop,2019,31/12/1969,130,64,90,-7,8,70,173,17,29,77,France
985,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,World
986,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Africa
987,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Belgium
988,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Canada
989,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Germany
990,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,United States
991,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Italy
992,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,NA,2001,31/12/1969,150,68,58,-5,26,52,232,11,3,79,Germany
993,Ya No Mas,Fer Palacio,NA,2019,31/12/1969,100,68,80,-6,7,88,158,14,6,75,Argentina
994,Yaad Piya Ki Aane Lagi,Neha Kakkar,desi pop,2019,31/12/1969,108,83,86,-4,11,69,257,38,5,72,India
995,Yesterday,Official HIGE DANdism,anime rock,2019,31/12/1969,130,80,54,-4,40,56,299,4,4,55,Japan
996,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Argentina
997,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Bolivia
998,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Chile
999,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Spain
1000,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,dance pop,2017,31/12/1969,93,87,64,-4,12,91,157,2,4,85,Italy
,Zorra,Bad Gyal,rap catalan,2019,31/12/1969,176,65,64,-7,8,74,186,68,19,76,Spain
